image_id,image_filename,meal_name,ingredients_list,ingredient_names,num_ingredients,total_calories,total_carbs,total_protein,total_fat
fsb_00701,fsb_00701.jpg,Grilled Beef Wrap,"""[{'name': 'beef', 'calories': 132.1, 'carbs': 0.0, 'protein': 13.3, 'fat': 8.5, 'quantity': 1.7999999999999998, 'unit': 'oz'}, {'name': 'tortilla', 'calories': 143.3, 'carbs': 24.5, 'protein': 3.8, 'fat': 3.1, 'quantity': 0.9, 'unit': 'tortilla (approx 7-8\"" dia)'}, {'name': 'bell pepper', 'calories': 11.2, 'carbs': 2.7, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup, strips'}, {'name': 'cheese', 'calories': 57.3, 'carbs': 0.4, 'protein': 3.2, 'fat': 4.7, 'quantity': 0.5, 'unit': 'oz'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}]""","""[\""beef\"", \""tortilla\"", \""bell pepper\"", \""cheese\"", \""tomato\""]""",5,350.4,29.0,21.0,16.5
fsb_00702,fsb_00702.jpg,Grilled Cheese Sandwich with Bacon,"""[{'name': 'whole grain bread', 'calories': 161.3, 'carbs': 27.3, 'protein': 8.0, 'fat': 2.2, 'quantity': 2, 'unit': 'slice'}, {'name': 'cheddar cheese', 'calories': 137.4, 'carbs': 1.1, 'protein': 7.8, 'fat': 11.3, 'quantity': 2, 'unit': 'cubic inch'}, {'name': 'bacon', 'calories': 80.7, 'carbs': 0.3, 'protein': 5.9, 'fat': 6.1, 'quantity': 1.5, 'unit': 'slices'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""whole grain bread\"", \""cheddar cheese\"", \""bacon\"", \""butter\""]""",4,481.2,28.7,21.8,31.1
fsb_00703,fsb_00703.jpg,Cheese Fries Sandwich,"""[{'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'cheese', 'calories': 226.2, 'carbs': 1.7, 'protein': 12.8, 'fat': 18.7, 'quantity': 2, 'unit': 'slice (1 oz)'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'lettuce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'leaf inner'}, {'name': 'french fries', 'calories': 355.7, 'carbs': 47.2, 'protein': 3.9, 'fat': 16.8, 'quantity': 2, 'unit': 'cup'}, {'name': 'hot sauce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.0, 'fat': 0.0, 'quantity': 1, 'unit': 'tsp'}]""","""[\""bread\"", \""cheese\"", \""butter\"", \""lettuce\"", \""french fries\"", \""hot sauce\""]""",6,845.3,79.0,22.2,49.0
fsb_00704,fsb_00704.jpg,Grilled Cheese Sandwich with Pickles and Goldfish Crackers,"""[{'name': 'grilled cheese sandwich', 'calories': 182.9, 'carbs': 14.2, 'protein': 5.9, 'fat': 11.4, 'quantity': 0.5, 'unit': 'sandwich'}, {'name': 'pickles', 'calories': 12.6, 'carbs': 2.5, 'protein': 0.5, 'fat': 0.3, 'quantity': 3, 'unit': 'spear'}, {'name': 'goldfish crackers', 'calories': 145.3, 'carbs': 21.1, 'protein': 3.7, 'fat': 5.1, 'quantity': 0.6, 'unit': 'cup'}]""","""[\""grilled cheese sandwich\"", \""pickles\"", \""goldfish crackers\""]""",3,340.8,37.8,10.1,16.8
fsb_00705,fsb_00705.jpg,Grilled Cheese Sandwich with Smoothie,"""[{'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'cheese', 'calories': 113.1, 'carbs': 0.9, 'protein': 6.4, 'fat': 9.3, 'quantity': 1, 'unit': 'slice (1 oz)'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'strawberry smoothie', 'calories': 145.7, 'carbs': 27.3, 'protein': 5.1, 'fat': 1.1, 'quantity': 0.8, 'unit': 'cup'}]""","""[\""bread\"", \""cheese\"", \""butter\"", \""strawberry smoothie\""]""",4,437.7,42.5,14.2,22.9
fsb_00706,fsb_00706.jpg,Grilled Cheese Sandwich with Tomato Soup,"""[{'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'cheddar cheese', 'calories': 137.4, 'carbs': 1.1, 'protein': 7.8, 'fat': 11.3, 'quantity': 2, 'unit': 'cubic inch'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'tomato soup', 'calories': 84.8, 'carbs': 18.2, 'protein': 1.7, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""bread\"", \""cheddar cheese\"", \""butter\"", \""tomato soup\""]""",4,483.6,49.0,14.9,25.3
fsb_00707,fsb_00707.jpg,Grilled Cheese Sandwich,"""[{'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'cheese', 'calories': 113.1, 'carbs': 0.9, 'protein': 6.4, 'fat': 9.3, 'quantity': 1, 'unit': 'slice (1 oz)'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""bread\"", \""cheese\"", \""butter\""]""",3,374.5,30.6,11.8,22.8
fsb_00708,fsb_00708.jpg,Grilled Cheese Sandwich,"""[{'name': 'white bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'cheese', 'calories': 113.1, 'carbs': 0.9, 'protein': 6.4, 'fat': 9.3, 'quantity': 1, 'unit': 'slice (1 oz)'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""white bread\"", \""cheese\"", \""butter\""]""",3,374.5,30.6,11.8,22.8
fsb_00709,fsb_00709.jpg,Grilled Chicken and Fish with Rice and Seaweed,"""[{'name': 'grilled chicken', 'calories': 227.3, 'carbs': 0.0, 'protein': 45.3, 'fat': 5.2, 'quantity': 0.8, 'unit': 'piece'}, {'name': 'fried fish', 'calories': 199.2, 'carbs': 7.0, 'protein': 15.7, 'fat': 11.6, 'quantity': 1, 'unit': 'fillet'}, {'name': 'white rice', 'calories': 205.4, 'carbs': 44.5, 'protein': 4.3, 'fat': 0.4, 'quantity': 1, 'unit': 'cup'}, {'name': 'seaweed salad', 'calories': 42.5, 'carbs': 3.2, 'protein': 1.2, 'fat': 2.9, 'quantity': 0.4, 'unit': 'cup'}]""","""[\""grilled chicken\"", \""fried fish\"", \""white rice\"", \""seaweed salad\""]""",4,674.4,54.7,66.5,20.1
fsb_00710,fsb_00710.jpg,Grilled Chicken Bowl with Rice and Egg,"""[{'name': 'grilled chicken', 'calories': 296.0, 'carbs': 0.0, 'protein': 59.0, 'fat': 6.8, 'quantity': 200, 'unit': 'g'}, {'name': 'fried egg', 'calories': 90.2, 'carbs': 0.4, 'protein': 6.3, 'fat': 6.8, 'quantity': 1, 'unit': 'large'}, {'name': 'white rice', 'calories': 102.7, 'carbs': 22.3, 'protein': 2.1, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'avocado', 'calories': 48.0, 'carbs': 2.6, 'protein': 0.6, 'fat': 4.4, 'quantity': 0.2, 'unit': 'cup, cubes'}, {'name': 'feta cheese', 'calories': 44.9, 'carbs': 0.7, 'protein': 2.4, 'fat': 3.6, 'quantity': 1, 'unit': 'cubic inch'}]""","""[\""grilled chicken\"", \""fried egg\"", \""white rice\"", \""avocado\"", \""feta cheese\""]""",5,581.8,26.0,70.4,21.8
fsb_00711,fsb_00711.jpg,Caesar Salad With Grilled Chicken,"""[{'name': 'grilled chicken', 'calories': 284.2, 'carbs': 0.0, 'protein': 56.6, 'fat': 6.5, 'quantity': 1, 'unit': 'piece'}, {'name': 'romaine lettuce', 'calories': 16.0, 'carbs': 3.1, 'protein': 1.2, 'fat': 0.3, 'quantity': 2, 'unit': 'cups shredded'}, {'name': 'caesar dressing', 'calories': 159.3, 'carbs': 1.0, 'protein': 0.6, 'fat': 17.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'parmesan cheese', 'calories': 42.0, 'carbs': 1.4, 'protein': 2.8, 'fat': 2.8, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""grilled chicken\"", \""romaine lettuce\"", \""caesar dressing\"", \""parmesan cheese\""]""",4,501.5,5.5,61.2,26.6
fsb_00712,fsb_00712.jpg,Grilled Chicken Pieces,"""[{'name': 'chicken breast', 'calories': 165.0, 'carbs': 0.0, 'protein': 31.0, 'fat': 3.6, 'quantity': 100, 'unit': 'g'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'herbs', 'calories': 1.6, 'carbs': 0.3, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'tsp'}]""","""[\""chicken breast\"", \""olive oil\"", \""herbs\""]""",3,285.9,0.3,31.1,17.1
fsb_00713,fsb_00713.jpg,Grilled Chicken Salad With Berries,"""[{'name': 'grilled chicken', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'romaine lettuce', 'calories': 8.0, 'carbs': 1.5, 'protein': 0.6, 'fat': 0.1, 'quantity': 1, 'unit': 'cups shredded'}, {'name': 'strawberries', 'calories': 17.3, 'carbs': 4.1, 'protein': 0.4, 'fat': 0.2, 'quantity': 3, 'unit': 'large (1-3/8\"" dia)'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'cheddar cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'pecans', 'calories': 82.4, 'carbs': 1.7, 'protein': 1.1, 'fat': 8.6, 'quantity': 8, 'unit': 'nut'}]""","""[\""grilled chicken\"", \""romaine lettuce\"", \""strawberries\"", \""blueberries\"", \""cheddar cheese\"", \""pecans\""]""",6,390.6,13.4,41.6,20.4
fsb_00714,fsb_00714.jpg,Grilled Chicken Salad with Dressing,"""[{'name': 'grilled chicken', 'calories': 296.0, 'carbs': 0.0, 'protein': 59.0, 'fat': 6.8, 'quantity': 200, 'unit': 'g'}, {'name': 'lettuce', 'calories': 4.8, 'carbs': 0.9, 'protein': 0.3, 'fat': 0.1, 'quantity': 1, 'unit': 'wt. oz'}, {'name': 'caesar dressing', 'calories': 159.3, 'carbs': 1.0, 'protein': 0.6, 'fat': 17.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'chia seeds', 'calories': 58.3, 'carbs': 5.1, 'protein': 2.0, 'fat': 3.7, 'quantity': 3, 'unit': 'tsp'}, {'name': 'croutons', 'calories': 37.2, 'carbs': 5.1, 'protein': 0.9, 'fat': 1.5, 'quantity': 0.2, 'unit': 'cup'}]""","""[\""grilled chicken\"", \""lettuce\"", \""caesar dressing\"", \""chia seeds\"", \""croutons\""]""",5,555.6,12.1,62.8,29.1
fsb_00715,fsb_00715.jpg,Grilled Chicken Salad with Pizza and Beer,"""[{'name': 'grilled chicken', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'mixed greens', 'calories': 20.0, 'carbs': 4.2, 'protein': 1.2, 'fat': 0.2, 'quantity': 3, 'unit': 'cups'}, {'name': 'pecans', 'calories': 226.0, 'carbs': 4.5, 'protein': 3.0, 'fat': 23.5, 'quantity': 0.3, 'unit': 'cup, chopped'}, {'name': 'blue cheese', 'calories': 120.0, 'carbs': 0.8, 'protein': 7.3, 'fat': 9.8, 'quantity': 2, 'unit': 'cubic inch'}, {'name': 'pear', 'calories': 50.7, 'carbs': 13.6, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.5, 'unit': 'medium'}, {'name': 'pizza', 'calories': 284.6, 'carbs': 35.7, 'protein': 12.2, 'fat': 10.4, 'quantity': 1, 'unit': 'slice'}, {'name': 'beer', 'calories': 153.3, 'carbs': 12.7, 'protein': 1.6, 'fat': 0.0, 'quantity': 12, 'unit': 'fl oz'}]""","""[\""grilled chicken\"", \""mixed greens\"", \""pecans\"", \""blue cheese\"", \""pear\"", \""pizza\"", \""beer\""]""",7,1025.1,71.5,59.6,47.9
fsb_00716,fsb_00716.jpg,Grilled Chicken Salad,"""[{'name': 'grilled chicken', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'lettuce', 'calories': 4.8, 'carbs': 0.9, 'protein': 0.3, 'fat': 0.1, 'quantity': 1, 'unit': 'wt. oz'}, {'name': 'cheddar cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}]""","""[\""grilled chicken\"", \""lettuce\"", \""cheddar cheese\"", \""tomato\""]""",4,273.1,3.0,39.8,11.6
fsb_00717,fsb_00717.jpg,Grilled Chicken Salad,"""[{'name': 'grilled chicken', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'lettuce', 'calories': 4.8, 'carbs': 0.9, 'protein': 0.3, 'fat': 0.1, 'quantity': 1, 'unit': 'wt. oz'}, {'name': 'cheddar cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}]""","""[\""grilled chicken\"", \""lettuce\"", \""cheddar cheese\"", \""tomato\""]""",4,273.1,3.0,39.8,11.6
fsb_00718,fsb_00718.jpg,Grilled Chicken Salad,"""[{'name': 'grilled chicken', 'calories': 284.2, 'carbs': 0.0, 'protein': 56.6, 'fat': 6.5, 'quantity': 1, 'unit': 'piece'}, {'name': 'mixed greens', 'calories': 10.0, 'carbs': 2.1, 'protein': 0.6, 'fat': 0.1, 'quantity': 1.5, 'unit': 'cups'}, {'name': 'cucumber', 'calories': 3.9, 'carbs': 0.9, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.25, 'unit': 'cup slices'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}, {'name': 'red onion', 'calories': 9.2, 'carbs': 2.1, 'protein': 0.3, 'fat': 0.0, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'olives', 'calories': 20.2, 'carbs': 1.1, 'protein': 0.1, 'fat': 1.9, 'quantity': 4, 'unit': 'large'}, {'name': 'avocado', 'calories': 48.0, 'carbs': 2.6, 'protein': 0.6, 'fat': 4.4, 'quantity': 0.2, 'unit': 'cup, cubes'}, {'name': 'oil dressing', 'calories': 141.1, 'carbs': 7.1, 'protein': 0.2, 'fat': 12.4, 'quantity': 4, 'unit': 'tbsp'}]""","""[\""grilled chicken\"", \""mixed greens\"", \""cucumber\"", \""tomato\"", \""red onion\"", \""olives\"", \""avocado\"", \""oil dressing\""]""",8,523.1,17.3,58.9,25.4
fsb_00719,fsb_00719.jpg,Grilled Chicken Sandwich with Side Salad,"""[{'name': 'grilled chicken breast', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'bun', 'calories': 122.3, 'carbs': 22.1, 'protein': 4.3, 'fat': 1.7, 'quantity': 1, 'unit': 'roll 1 serving'}, {'name': 'lettuce', 'calories': 1.6, 'carbs': 0.3, 'protein': 0.1, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cups shredded'}, {'name': 'tomato', 'calories': 6.1, 'carbs': 1.3, 'protein': 0.3, 'fat': 0.1, 'quantity': 2, 'unit': 'cherry'}, {'name': 'onion', 'calories': 3.9, 'carbs': 0.9, 'protein': 0.1, 'fat': 0.0, 'quantity': 2, 'unit': 'tsp'}, {'name': 'pickles', 'calories': 3.4, 'carbs': 0.7, 'protein': 0.1, 'fat': 0.1, 'quantity': 4, 'unit': 'slice'}, {'name': 'side salad', 'calories': 51.1, 'carbs': 2.2, 'protein': 1.3, 'fat': 4.3, 'quantity': 0.6, 'unit': 'cup with dressing'}, {'name': 'croutons', 'calories': 46.5, 'carbs': 6.4, 'protein': 1.1, 'fat': 1.8, 'quantity': 10, 'unit': 'g'}, {'name': 'cheddar cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'ranch dressing', 'calories': 129.0, 'carbs': 1.8, 'protein': 0.4, 'fat': 13.4, 'quantity': 2, 'unit': 'tablespoons'}]""","""[\""grilled chicken breast\"", \""bun\"", \""lettuce\"", \""tomato\"", \""onion\"", \""pickles\"", \""side salad\"", \""croutons\"", \""cheddar cheese\"", \""ranch dressing\""]""",10,625.7,36.4,46.9,32.8
fsb_00720,fsb_00720.jpg,Grilled Chicken Sandwich with Sweet Potato Fries,"""[{'name': 'grilled chicken', 'calories': 170.5, 'carbs': 0.0, 'protein': 34.0, 'fat': 3.9, 'quantity': 0.6, 'unit': 'piece'}, {'name': 'flatbread', 'calories': 233.9, 'carbs': 47.4, 'protein': 7.7, 'fat': 1.0, 'quantity': 3, 'unit': 'oz'}, {'name': 'cheese', 'calories': 113.1, 'carbs': 0.9, 'protein': 6.4, 'fat': 9.3, 'quantity': 1, 'unit': 'slice (1 oz)'}, {'name': 'lettuce', 'calories': 1.6, 'carbs': 0.3, 'protein': 0.1, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cups shredded'}, {'name': 'tomato', 'calories': 6.1, 'carbs': 1.3, 'protein': 0.3, 'fat': 0.1, 'quantity': 2, 'unit': 'cherry'}, {'name': 'sweet potato fries', 'calories': 157.6, 'carbs': 13.1, 'protein': 0.9, 'fat': 11.4, 'quantity': 1, 'unit': 'cup'}, {'name': 'pickle', 'calories': 4.2, 'carbs': 0.8, 'protein': 0.2, 'fat': 0.1, 'quantity': 5, 'unit': 'slice'}, {'name': 'ketchup', 'calories': 34.3, 'carbs': 9.3, 'protein': 0.4, 'fat': 0.0, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""grilled chicken\"", \""flatbread\"", \""cheese\"", \""lettuce\"", \""tomato\"", \""sweet potato fries\"", \""pickle\"", \""ketchup\""]""",8,721.3,73.1,50.0,25.8
fsb_00721,fsb_00721.jpg,Chicken And Bean Salad,"""[{'name': 'grilled chicken breast', 'calories': 284.2, 'carbs': 0.0, 'protein': 56.6, 'fat': 6.5, 'quantity': 1, 'unit': 'piece'}, {'name': 'baked potato', 'calories': 321.8, 'carbs': 73.2, 'protein': 8.7, 'fat': 0.4, 'quantity': 2, 'unit': 'potato medium'}, {'name': 'kidney beans', 'calories': 112.4, 'carbs': 20.2, 'protein': 7.7, 'fat': 0.4, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'mayonnaise', 'calories': 187.7, 'carbs': 0.2, 'protein': 0.3, 'fat': 20.7, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""grilled chicken breast\"", \""baked potato\"", \""kidney beans\"", \""mayonnaise\""]""",4,906.1,93.6,73.3,28.0
fsb_00722,fsb_00722.jpg,Bok Choy Salad With Grapes,"""[{'name': 'bok choy', 'calories': 8.2, 'carbs': 1.2, 'protein': 1.1, 'fat': 0.1, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'green grapes', 'calories': 3.4, 'carbs': 0.9, 'protein': 0.0, 'fat': 0.0, 'quantity': 1, 'unit': 'grapes'}, {'name': 'roasted chicken wing', 'calories': 48.3, 'carbs': 0.0, 'protein': 4.5, 'fat': 3.2, 'quantity': 1, 'unit': 'drummette or wingette'}]""","""[\""bok choy\"", \""green grapes\"", \""roasted chicken wing\""]""",3,59.9,2.1,5.6,3.3
fsb_00723,fsb_00723.jpg,Grilled Chicken with Brown Rice,"""[{'name': 'grilled chicken', 'calories': 142.1, 'carbs': 0.0, 'protein': 28.3, 'fat': 3.3, 'quantity': 0.5, 'unit': 'piece'}, {'name': 'brown rice', 'calories': 109.2, 'carbs': 22.9, 'protein': 2.3, 'fat': 0.8, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'barbecue sauce', 'calories': 29.2, 'carbs': 6.9, 'protein': 0.1, 'fat': 0.1, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""grilled chicken\"", \""brown rice\"", \""barbecue sauce\""]""",3,280.5,29.8,30.7,4.2
fsb_00724,fsb_00724.jpg,Grilled Chicken with Caesar Salad,"""[{'name': 'grilled chicken breast', 'calories': 284.2, 'carbs': 0.0, 'protein': 56.6, 'fat': 6.5, 'quantity': 1, 'unit': 'piece'}, {'name': 'romaine lettuce', 'calories': 8.0, 'carbs': 1.5, 'protein': 0.6, 'fat': 0.1, 'quantity': 1, 'unit': 'cups shredded'}, {'name': 'caesar dressing', 'calories': 159.3, 'carbs': 1.0, 'protein': 0.6, 'fat': 17.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'parmesan cheese', 'calories': 21.0, 'carbs': 0.7, 'protein': 1.4, 'fat': 1.4, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'croutons', 'calories': 37.2, 'carbs': 5.1, 'protein': 0.9, 'fat': 1.5, 'quantity': 0.2, 'unit': 'cup'}]""","""[\""grilled chicken breast\"", \""romaine lettuce\"", \""caesar dressing\"", \""parmesan cheese\"", \""croutons\""]""",5,509.7,8.3,60.1,26.5
fsb_00725,fsb_00725.jpg,"Grilled Chicken with Cheese, Green Beans, and Corn","""[{'name': 'grilled chicken', 'calories': 198.9, 'carbs': 0.0, 'protein': 39.6, 'fat': 4.6, 'quantity': 0.7, 'unit': 'piece'}, {'name': 'cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'green beans', 'calories': 21.9, 'carbs': 4.9, 'protein': 1.2, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'corn', 'calories': 71.5, 'carbs': 15.6, 'protein': 2.5, 'fat': 1.1, 'quantity': 0.5, 'unit': 'cup cut'}]""","""[\""grilled chicken\"", \""cheese\"", \""green beans\"", \""corn\""]""",4,383.6,21.2,48.5,13.4
fsb_00726,fsb_00726.jpg,"Grilled Chicken with Corn, Chickpeas, and Tomatoes","""[{'name': 'grilled chicken', 'calories': 198.9, 'carbs': 0.0, 'protein': 39.6, 'fat': 4.6, 'quantity': 0.7, 'unit': 'piece'}, {'name': 'corn on the cob', 'calories': 71.5, 'carbs': 15.6, 'protein': 2.5, 'fat': 1.1, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'chickpeas', 'calories': 80.7, 'carbs': 13.5, 'protein': 4.4, 'fat': 1.3, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'cherry tomatoes', 'calories': 8.0, 'carbs': 1.7, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup'}]""","""[\""grilled chicken\"", \""corn on the cob\"", \""chickpeas\"", \""cherry tomatoes\""]""",4,359.1,30.8,46.9,7.1
fsb_00727,fsb_00727.jpg,Grilled Chicken with Cottage Cheese and Edamame,"""[{'name': 'grilled chicken', 'calories': 296.0, 'carbs': 0.0, 'protein': 59.0, 'fat': 6.8, 'quantity': 200, 'unit': 'g'}, {'name': 'cottage cheese', 'calories': 106.6, 'carbs': 3.7, 'protein': 12.1, 'fat': 4.7, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'edamame', 'calories': 56.3, 'carbs': 4.1, 'protein': 5.5, 'fat': 2.4, 'quantity': 0.3, 'unit': 'cup'}]""","""[\""grilled chicken\"", \""cottage cheese\"", \""edamame\""]""",3,458.9,7.8,76.6,13.9
fsb_00728,fsb_00728.jpg,Grilled Chicken with Fries,"""[{'name': 'chicken breast', 'calories': 283.8, 'carbs': 0.0, 'protein': 53.4, 'fat': 6.1, 'quantity': 1, 'unit': 'breast, bone and skin removed'}, {'name': 'cream sauce', 'calories': 111.2, 'carbs': 6.4, 'protein': 2.6, 'fat': 8.5, 'quantity': 5, 'unit': 'tbsp'}, {'name': 'french fries', 'calories': 355.7, 'carbs': 47.2, 'protein': 3.9, 'fat': 16.8, 'quantity': 2, 'unit': 'cup'}, {'name': 'carrot', 'calories': 3.4, 'carbs': 0.8, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""chicken breast\"", \""cream sauce\"", \""french fries\"", \""carrot\""]""",4,754.1,54.4,60.0,31.4
fsb_00729,fsb_00729.jpg,Kimchi Chicken Bowl,"""[{'name': 'grilled chicken', 'calories': 255.7, 'carbs': 0.0, 'protein': 51.0, 'fat': 5.9, 'quantity': 0.9, 'unit': 'piece'}, {'name': 'kimchi', 'calories': 15.7, 'carbs': 2.5, 'protein': 1.2, 'fat': 0.5, 'quantity': 0.7, 'unit': 'cup'}, {'name': 'brown rice', 'calories': 218.4, 'carbs': 45.8, 'protein': 4.5, 'fat': 1.6, 'quantity': 1, 'unit': 'cup'}]""","""[\""grilled chicken\"", \""kimchi\"", \""brown rice\""]""",3,489.8,48.3,56.7,8.0
fsb_00730,fsb_00730.jpg,Grilled Chicken with Macaroni and Salad,"""[{'name': 'grilled chicken leg', 'calories': 244.7, 'carbs': 0.0, 'protein': 32.0, 'fat': 12.0, 'quantity': 1, 'unit': 'thigh with skin'}, {'name': 'macaroni and cheese', 'calories': 150.5, 'carbs': 19.0, 'protein': 3.9, 'fat': 6.6, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'mixed salad', 'calories': 20.0, 'carbs': 4.2, 'protein': 1.2, 'fat': 0.2, 'quantity': 1, 'unit': 'serving'}]""","""[\""grilled chicken leg\"", \""macaroni and cheese\"", \""mixed salad\""]""",3,415.2,23.2,37.1,18.8
fsb_00731,fsb_00731.jpg,Chicken And Mushroom Stir-Fry,"""[{'name': 'boneless skinless chicken breast', 'calories': 198.0, 'carbs': 0.0, 'protein': 37.2, 'fat': 4.3, 'quantity': 1, 'unit': 'breast'}, {'name': 'mushrooms', 'calories': 4.4, 'carbs': 0.8, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 39.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 4.5, 'quantity': 1, 'unit': 'tsp'}]""","""[\""boneless skinless chicken breast\"", \""mushrooms\"", \""olive oil\""]""",3,242.2,0.8,37.5,8.9
